title,year,month,day,pubDate,link,description,image_url,image_caption,cluster,Emoción
Pretenden juzgar dos veces por el mismo delito a defensor del río Metlapanapa,2023,3,28,2023-03-28T11:46:01-00:00,https://www.proceso.com.mx/nacional/2023/3/28/pretenden-juzgar-dos-veces-por-el-mismo-delito-defensor-del-rio-metlapanapa-304405.html,"El activista fue encarcelado en enero de 2020, siendo considerado el primer “preso político” de la 4T y aunque fue liberado una semana después, ha seguido sujeto a proceso. Ahora el tribunal ha ordenado que se reponga el juicio por dos delitos de los que ya había sido exonerado.",https://www.proceso.com.mx/u/fotografias/m/2023/3/28/f300x190-171297_179457_6533.jpg,"El activista fue encarcelado en enero de 2020, siendo considerado el primer “preso político” de la 4T y aunque fue liberado una semana después, ha seguido sujeto a proceso. Ahora el tribunal ha ordenado que se reponga el juicio por dos delitos de los que ya había sido exonerado.",2,🤔
AMLO anuncia campaña contra las drogas en escuelas secundarias y bachilleratos,2023,3,28,2023-03-28T11:25:02-00:00,https://www.proceso.com.mx/nacional/2023/3/28/amlo-anuncia-campana-contra-las-drogas-en-escuelas-secundarias-bachilleratos-304402.html,"“Si te drogas te dañas”, es el nombre de la campaña que busca llegar a más de 11 millones de estudiantes.",https://www.proceso.com.mx/u/fotografias/m/2023/3/28/f300x190-171294_179454_7248.jpg,"“Si te drogas te dañas”, es el nombre de la campaña que busca llegar a más de 11 millones de estudiantes.",3,🤔
Informe &quot;Voces contra la indiferencia&quot;,2023,3,28,2023-03-28T11:15:03-00:00,https://www.proceso.com.mx/nacional/2023/3/28/informe-voces-contra-la-indiferencia-304403.html,,https://www.proceso.com.mx/u/fotografias/m/2020/12/31/f300x190-127582_135742_5050.jpg,,4,❤
"Samuel perdona a refinería, pero arresta a tiradores de escombro",2023,3,28,2023-03-28T11:03:04-00:00,https://www.proceso.com.mx/nacional/estados/2023/3/28/samuelperdona-refineria-pero-arresta-tiradores-de-escombro-304400.html,La Secretaría del Medio Ambiente de Nuevo León promovió denuncias que terminaron en las vinculaciones de cuatro hombres por realizar acciones contra la ecología.,https://www.proceso.com.mx/u/fotografias/m/2023/3/28/f300x190-171293_179453_3238.jpg,La Secretaría del Medio Ambiente de Nuevo León promovió denuncias que terminaron en las vinculaciones de cuatro hombres por realizar acciones contra la ecología.,0,🤔
"2022, el año más violento para periodistas; hubo 696 ataques contra la prensa en México: Artículo 19",2023,3,28,2023-03-28T10:59:05-00:00,https://www.proceso.com.mx/nacional/2023/3/28/2022-el-ano-mas-violento-para-periodistas-hubo-696-ataques-contra-la-prensa-en-mexico-articulo-19-304389.html,"“Durante el cuarto año de Andrés Manuel López Obrador se agredió a la prensa cada 13 horas, mientras que en el mismo periodo de las dos administraciones pasadas la frecuencia fue de 21 y 55 horas, respectivamente”, señala el informe “Voces contra la indiferencia”.",https://www.proceso.com.mx/u/fotografias/m/2023/3/28/f300x190-171290_179450_5319.jpg,"“Durante el cuarto año de Andrés Manuel López Obrador se agredió a la prensa cada 13 horas, mientras que en el mismo periodo de las dos administraciones pasadas la frecuencia fue de 21 y 55 horas, respectivamente”, señala el informe “Voces contra la indiferencia”.",3,❤
Ejército considera a activistas y periodistas &quot;enemigos potenciales&quot; del gobierno: Artículo 19,2023,3,28,2023-03-28T10:59:06-00:00,https://www.proceso.com.mx/nacional/2023/3/28/ejercito-considera-activistas-periodistas-enemigos-potenciales-del-gobierno-articulo-19-304388.html,"“Estos hechos reafirman el uso ilegítimo de tecnologías de vigilancia, en especial, el realizado por las fuerzas armadas sin contar con atribuciones normativas”, señala el informe “Voces contra la indiferencia”",https://www.proceso.com.mx/u/fotografias/m/2023/3/28/f300x190-171292_179452_5866.jpg,"“Estos hechos reafirman el uso ilegítimo de tecnologías de vigilancia, en especial, el realizado por las fuerzas armadas sin contar con atribuciones normativas”, señala el informe “Voces contra la indiferencia”",4,🤔
Muerte de 39 migrantes en incendio es producto de un &quot;sistema de migración quebrado&quot;: Ken Salazar,2023,3,28,2023-03-28T09:52:07-00:00,https://www.proceso.com.mx/nacional/2023/3/28/muerte-de-39-migrantes-en-incendio-es-producto-de-un-sistema-de-migracion-quebrado-ken-salazar-304398.html,"El embajador de Estados Unidos en México declaró que esto es parte de los ""riesgos de la migración irregular"" y dijo que el gobierno estadunidense se une ""al dolor de los familiares de personas migrantes que perdieron la vida y de lesionados en  incendio en Ciudad Juárez"".",https://www.proceso.com.mx/u/fotografias/m/2022/6/5/f300x190-155800_163960_4731.jpg,"El embajador de Estados Unidos en México declaró que esto es parte de los ""riesgos de la migración irregular"" y dijo que el gobierno estadunidense se une ""al dolor de los familiares de personas migrantes que perdieron la vida y de lesionados en  incendio en Ciudad Juárez"".",4,🤔
"Tras suspensión del &quot;Plan B&quot;, AMLO califica al ministro Laynez como &quot;su alteza serenísima&quot;",2023,3,28,2023-03-28T09:38:08-00:00,https://www.proceso.com.mx/nacional/2023/3/28/tras-suspension-del-plan-b-amlo-califica-al-ministro-laynez-como-su-alteza-serenisima-304396.html,"“Lo que fue aprobado por el legislativo, que es el poder más cercano a la soberanía popular, y de repente un ministro que no es electo por el pueblo, ni siquiera la Suprema Corte, sino un ministro la cancela”, señaló el mandatario .",https://www.proceso.com.mx/u/fotografias/m/2023/3/28/f300x190-171288_179448_5050.jpeg,"“Lo que fue aprobado por el legislativo, que es el poder más cercano a la soberanía popular, y de repente un ministro que no es electo por el pueblo, ni siquiera la Suprema Corte, sino un ministro la cancela”, señaló el mandatario .",4,🤔
Migrantes en Ciudad Juárez prendieron fuego a colchones tras enterarse que serían deportados: AMLO,2023,3,28,2023-03-28T08:02:09-00:00,https://www.proceso.com.mx/nacional/2023/3/28/migrantes-en-ciudad-juarez-prendieron-fuego-colchones-tras-enterarse-que-serian-deportados-amlo-304391.html,"El presidente dijo que aún no tienen información de los nombres y nacionalidad de quienes perdieron la vida, pero “son migrantes de Centroamérica fundamentalmente y de Venezuela que estaban en ese albergue de Ciudad Juárez.",https://www.proceso.com.mx/u/fotografias/m/2023/3/28/f300x190-171289_179449_5050.jpg,"El presidente dijo que aún no tienen información de los nombres y nacionalidad de quienes perdieron la vida, pero “son migrantes de Centroamérica fundamentalmente y de Venezuela que estaban en ese albergue de Ciudad Juárez.",3,🤔
Incendio en centro migratorio deja 39 muertos en Ciudad Juárez,2023,3,28,2023-03-28T07:52:10-00:00,https://www.proceso.com.mx/nacional/2023/3/28/incendio-en-centro-migratorio-deja-39-muertos-en-ciudad-juarez-304390.html,"El fuego comenzó el lunes por la noche en unas instalaciones de la agencia migratoria mexicana junto a la frontera con El Paso, en una zona de dormitorios donde “estaba alojados 68 hombres mayores de edad originarios de Centro y Sudamérica”, agregó el comunicado.",https://www.proceso.com.mx/u/fotografias/m/2023/3/28/f300x190-171281_179441_5050.jpg,"El fuego comenzó el lunes por la noche en unas instalaciones de la agencia migratoria mexicana junto a la frontera con El Paso, en una zona de dormitorios donde “estaba alojados 68 hombres mayores de edad originarios de Centro y Sudamérica”, agregó el comunicado.",3,😊
El INE &quot;pone en pausa&quot; la aplicación del Plan B impulsado por AMLO,2023,3,28,2023-03-28T05:45:11-00:00,https://www.proceso.com.mx/nacional/politica/2023/3/28/el-ine-pone-en-pausa-la-aplicacion-del-plan-impulsado-por-amlo-304384.html,"En seguimiento a la suspensión otorgada por la Suprema Corte, el Consejo General del Instituto Nacional Electoral instruyó a que se apliquen las reglas anteriores a la entrada en vigor de la reforma electoral.",https://www.proceso.com.mx/u/fotografias/m/2023/3/28/f300x190-171278_179438_5050.jpeg,"En seguimiento a la suspensión otorgada por la Suprema Corte, el Consejo General del Instituto Nacional Electoral instruyó a que se apliquen las reglas anteriores a la entrada en vigor de la reforma electoral.",4,🤔
Kenia López denunciará a AMLO por llamar a votar a favor de Morena,2023,3,28,2023-03-28T05:40:12-00:00,https://www.proceso.com.mx/nacional/politica/2023/3/28/kenia-lopez-denunciara-amlo-por-llamar-votar-favor-de-morena-304385.html,"""Esto es claramente un delito electoral contemplado en las leyes en la materia"", dijo la senadora panista sobre el llamado del mandatario a poner en marcha un ""plan C""",https://www.proceso.com.mx/u/fotografias/m/2023/3/28/f300x190-171279_179439_5050.jpeg,"""Esto es claramente un delito electoral contemplado en las leyes en la materia"", dijo la senadora panista sobre el llamado del mandatario a poner en marcha un ""plan C""",2,🤔
"Edomex no se entrega ni se negocia, ataja Alejandra del Moral ante versión de pacto con Morena",2023,3,28,2023-03-28T00:35:13-00:00,https://www.proceso.com.mx/nacional/estados/2023/3/28/edomex-no-se-entrega-ni-se-negocia-ataja-alejandra-del-moral-ante-version-de-pacto-con-morena-304383.html,"El Estado de México ""se gana en las urnas"", dijo la candidata priista a la gubernatura en reunión de trabajo con la estructura tricolor.",https://www.proceso.com.mx/u/fotografias/m/2023/3/28/f300x190-171277_179437_5117.jpeg,"El Estado de México ""se gana en las urnas"", dijo la candidata priista a la gubernatura en reunión de trabajo con la estructura tricolor.",2,🤔
PAN rechaza el proceso de selección de los nuevos consejeros del INE,2023,3,28,2023-03-28T00:20:14-00:00,https://www.proceso.com.mx/nacional/politica/2023/3/28/pan-rechaza-el-proceso-de-seleccion-de-los-nuevos-consejeros-del-ine-304382.html,"Acción Nacional denuncia “parcialidad, desaseo del proceso, falta de idoneidad de diversos perfiles por falta de conocimiento en materia electoral, estrechos vínculos con Morena y parentesco con funcionarios gubernamentales”, dentro de los perfiles aprobados por el comité evaluador.",https://www.proceso.com.mx/u/fotografias/m/2023/3/28/f300x190-171276_179436_5228.jpeg,"Acción Nacional denuncia “parcialidad, desaseo del proceso, falta de idoneidad de diversos perfiles por falta de conocimiento en materia electoral, estrechos vínculos con Morena y parentesco con funcionarios gubernamentales”, dentro de los perfiles aprobados por el comité evaluador.",2,🤔
"&quot;Yo no califico mal por el parentesco o la cercanía&quot;, dice Moreira sobre aspirantes al INE (Video)",2023,3,28,2023-03-27T23:57:15-00:00,https://www.proceso.com.mx/nacional/2023/3/27/yo-no-califico-mal-por-el-parentesco-la-cercania-dice-moreira-sobre-aspirantes-al-ine-video-304380.html,La declaración del coordinador parlamentario del tricolor hace resucitar las versiones de que surge la alianza #PRIMOR (PRI-Morena) de cara a la designación de la nueva presidenta del INE.,https://www.proceso.com.mx/u/fotografias/m/2023/3/27/f300x190-171275_179435_5050.jpeg,La declaración del coordinador parlamentario del tricolor hace resucitar las versiones de que surge la alianza #PRIMOR (PRI-Morena) de cara a la designación de la nueva presidenta del INE.,4,🤔
“Va por el Edomex” prevé alcanzar al menos 3 millones 700 mil votos para ganar la gubernatura,2023,3,28,2023-03-27T23:23:16-00:00,https://www.proceso.com.mx/nacional/estados/2023/3/27/va-por-el-edomex-preve-alcanzar-al-menos-millones-700-mil-votos-para-ganar-la-gubernatura-304379.html,"Del total de sufragios establecido, el PRI aportará 2 millones de votos, Acción Nacional comprometió un millón de votos, el PRD 400 mil votos y Nueva Alianza 300 mil votos.

",https://www.proceso.com.mx/u/fotografias/m/2023/1/6/f300x190-167208_175368_5050.jpg,"Del total de sufragios establecido, el PRI aportará 2 millones de votos, Acción Nacional comprometió un millón de votos, el PRD 400 mil votos y Nueva Alianza 300 mil votos.

",3,❤
Avanza reforma para disminuir de 21 a 18 años la edad para ser diputado,2023,3,28,2023-03-27T23:19:17-00:00,https://www.proceso.com.mx/nacional/2023/3/27/avanza-reforma-para-disminuir-de-21-18-anos-la-edad-para-ser-diputado-304378.html,"El dictamen que reforma los artículos 55 y 91 de la Carta Magna, en materia de edad mínima para ocupar cargos públicos también prevé bajar la edad de 30 a 25 años para ser titular de una Secretaría de Estado. La propuesta pasará al pleno de San Lázaro en los próximos días.",https://www.proceso.com.mx/u/fotografias/m/2023/3/27/f300x190-171274_179434_5050.jpg,"El dictamen que reforma los artículos 55 y 91 de la Carta Magna, en materia de edad mínima para ocupar cargos públicos también prevé bajar la edad de 30 a 25 años para ser titular de una Secretaría de Estado. La propuesta pasará al pleno de San Lázaro en los próximos días.",3,🤔
Juez da razón a víctimas y ordena al gobierno de la CDMX dar mantenimiento óptimo al Metro,2023,3,28,2023-03-27T22:45:18-00:00,https://www.proceso.com.mx/nacional/cdmx/2023/3/27/juez-da-razon-victimas-ordena-al-gobierno-de-la-cdmx-dar-mantenimiento-optimo-al-metro-304377.html,"El defensor de las víctimas explicó que el Juez Cuarto de Distrito de Amparo en Materia Administrativa con sede en la CDMX, Ulises Oswaldo Rivera González, argumentó que la medida cautelar que implica seguir dando un mantenimiento y supervisión adecuados al Metro.",https://www.proceso.com.mx/u/fotografias/m/2023/2/6/f300x190-168771_176931_3884.jpg,"El defensor de las víctimas explicó que el Juez Cuarto de Distrito de Amparo en Materia Administrativa con sede en la CDMX, Ulises Oswaldo Rivera González, argumentó que la medida cautelar que implica seguir dando un mantenimiento y supervisión adecuados al Metro.",2,😡
Enrique Galván Ochoa confunde al ministro Laynez con Silverio; lo tunden en redes y borra tuit,2023,3,28,2023-03-27T22:45:19-00:00,https://www.proceso.com.mx/nacional/politica/2023/3/27/enrique-galvan-ochoa-confunde-al-ministro-laynez-con-silverio-lo-tunden-en-redes-borra-tuit-304376.html,"El integrante del Comité Técnico Evaluador de los aspirantes a consejeros electorales del INE, quien también formó parte de la comisión redactora de la Constitución Moral de AMLO, se disculpó por compartir un meme sobre el ministro que frenó el Plan B",https://www.proceso.com.mx/u/fotografias/m/2023/3/27/f300x190-171273_179433_5050.jpg,"El integrante del Comité Técnico Evaluador de los aspirantes a consejeros electorales del INE, quien también formó parte de la comisión redactora de la Constitución Moral de AMLO, se disculpó por compartir un meme sobre el ministro que frenó el Plan B",0,🤔
Mexicanos en Arizona gritan &quot;mentiroso&quot; y &quot;traidor&quot; a Vicente Fox (Video),2023,3,28,2023-03-27T22:00:20-00:00,https://www.proceso.com.mx/nacional/2023/3/27/mexicanos-en-arizona-gritan-mentiroso-traidor-vicente-fox-video-304375.html,El expresidente acudió a Phoenix a un encuentro para promover el voto de los mexicanos en el extranjero.,https://www.proceso.com.mx/u/fotografias/m/2023/3/27/f300x190-171272_179432_5050.jpeg,El expresidente acudió a Phoenix a un encuentro para promover el voto de los mexicanos en el extranjero.,4,🤔
Buque ruso llegará a Sonora con 25 mil toneladas de fertilizante: ASIPONA,2023,3,29,2023-03-29T12:50:01-00:00,https://www.proceso.com.mx/nacional/estados/2023/3/29/buque-ruso-llegara-sonora-con-25-mil-toneladas-de-fertilizante-asipona-304492.html,"La Administración del Sistema Portuario Nacional señaló que el Loukas I trae un cargamento de importación de fertilizante líquido, el cual se llama UAN 32.",https://www.proceso.com.mx/u/fotografias/m/2023/3/29/f300x190-171360_179520_5050.jpg,"La Administración del Sistema Portuario Nacional señaló que el Loukas I trae un cargamento de importación de fertilizante líquido, el cual se llama UAN 32.",0,🤔
"Cristian Magazo, creador de contenido de Zaldívar, admite que no tiene título profesional",2023,3,29,2023-03-29T12:43:02-00:00,https://www.proceso.com.mx/nacional/2023/3/29/cristian-magazo-creador-de-contenido-de-zaldivar-admite-que-no-tiene-titulo-profesional-304488.html,"Durante una transmisión en vivo realizada ayer por la noche en la red social TikTok, el influencer, cuyo nombre real es Cristian Edgar Guerrero Flores, se defendió ante los internautas que le cuestionaron sobre su contratación como asesor durante la presidencia del ministro Zaldívar. “La Corte contrató un abogado con un chingo de seguidores para asesorar a toda el área de comunicación del Poder Judicial de la Federación (PJF)”, respondió a quienes lo acusaron de ser un fraude y le reprocharon no tener una especialización en materia de comunicación.",https://www.proceso.com.mx/u/fotografias/m/2023/3/29/f300x190-171359_179519_5050.jpg,"Durante una transmisión en vivo realizada ayer por la noche en la red social TikTok, el influencer, cuyo nombre real es Cristian Edgar Guerrero Flores, se defendió ante los internautas que le cuestionaron sobre su contratación como asesor durante la presidencia del ministro Zaldívar. “La Corte contrató un abogado con un chingo de seguidores para asesorar a toda el área de comunicación del Poder Judicial de la Federación (PJF)”, respondió a quienes lo acusaron de ser un fraude y le reprocharon no tener una especialización en materia de comunicación.",2,🤔
Indagan a guardias nacionales por tráfico migrantes rusos en Oaxaca,2023,3,29,2023-03-29T12:22:03-00:00,https://www.proceso.com.mx/nacional/2023/3/29/indagan-guardias-nacionales-por-trafico-migrantes-rusos-en-oaxaca-304487.html,Cuatro marinos fueron puestos a disposición de las autoridades de Salina Cruz.,https://www.proceso.com.mx/u/fotografias/m/2022/10/20/f300x190-163170_171330_5050.jpg,Cuatro marinos fueron puestos a disposición de las autoridades de Salina Cruz.,3,😡
El IEEM solo está obligado a  organizar dos debates entre candidatas a gobernadora del Edomex,2023,3,29,2023-03-29T12:07:04-00:00,https://www.proceso.com.mx/nacional/2023/3/29/el-ieem-solo-esta-obligado-organizar-dos-debates-entre-candidatas-gobernadora-del-edomex-304482.html,"Al responder a las peticiones planteadas por el PRI, PAN y Nueva Alianza –que van coaligados– en relación con los debates, las consejeras y el consejero concluyeron que el IEEM está obligado a organizar únicamente dos debates y que podrían realizarse entre el 3 de abril y el 31 de mayo.",https://www.proceso.com.mx/u/fotografias/m/2023/3/29/f300x190-171355_179515_5050.jpg,"Al responder a las peticiones planteadas por el PRI, PAN y Nueva Alianza –que van coaligados– en relación con los debates, las consejeras y el consejero concluyeron que el IEEM está obligado a organizar únicamente dos debates y que podrían realizarse entre el 3 de abril y el 31 de mayo.",2,🤔
"Estos son los 18 platillos mexicanos que destacan entre lo mejor de América, según Taste Atlas",2023,3,29,2023-03-29T11:52:05-00:00,https://www.proceso.com.mx/nacional/2023/3/29/estos-son-los-18-platillos-mexicanos-que-destacan-entre-lo-mejor-de-america-segun-taste-atlas-304483.html,"En el primer lugar se colocó, una vez más, a Argentina con el asado.",https://www.proceso.com.mx/u/fotografias/m/2023/2/21/f300x190-169465_177625_5050.jpg,"En el primer lugar se colocó, una vez más, a Argentina con el asado.",3,🤔
Fiscalía de Chihuahua apoya labores e investigación de la muerte de migrantes en Ciudad Juárez,2023,3,29,2023-03-29T11:14:06-00:00,https://www.proceso.com.mx/nacional/estados/2023/3/29/fiscalia-de-chihuahua-apoya-labores-investigacion-de-la-muerte-de-migrantes-en-ciudad-juarez-304476.html,Previo al incendio en el centro de retención migratoria del INM hubo denuncias de violaciones a derechos humanos de quienes estaban retenidos.,https://www.proceso.com.mx/u/fotografias/m/2023/3/28/f300x190-171296_179456_2360.jpeg,Previo al incendio en el centro de retención migratoria del INM hubo denuncias de violaciones a derechos humanos de quienes estaban retenidos.,2,🤔
AMLO se pronuncia a favor de que sea la fortuna la que decida quiénes serán consejeros del INE,2023,3,29,2023-03-29T11:06:07-00:00,https://www.proceso.com.mx/nacional/2023/3/29/amlo-se-pronuncia-favor-de-que-sea-la-fortuna-la-que-decida-quienes-seran-consejeros-del-ine-304478.html,"El presidente López Obrador opina que es mejor que no negocien, que vayan a la insaculación, para acabar con las épocas de cuotas políticas.",https://www.proceso.com.mx/u/fotografias/m/2023/3/29/f300x190-171352_179512_5050.jpg,"El presidente López Obrador opina que es mejor que no negocien, que vayan a la insaculación, para acabar con las épocas de cuotas políticas.",2,🤔
AMLO ordena a FGR investigar incendio en albergue de Ciudad Juárez y castigar a los responsables,2023,3,29,2023-03-29T10:07:08-00:00,https://www.proceso.com.mx/nacional/2023/3/29/amlo-ordena-fgr-investigar-incendio-en-albergue-de-ciudad-juarez-castigar-los-responsables-304473.html,"Al cuestionarle si el comisionado del Instituto Nacional de Migración (INM), Francisco Garduño, seguirá en el cargo, expuso que se resolverá conforme a la investigación de la FGR,  “ahora lo más triste es transmitir este pesar y cuidar que los heridos graves sean atendidos, salvar vidas”.",https://www.proceso.com.mx/u/fotografias/m/2023/3/29/f300x190-171351_179511_5035.jpeg,"Al cuestionarle si el comisionado del Instituto Nacional de Migración (INM), Francisco Garduño, seguirá en el cargo, expuso que se resolverá conforme a la investigación de la FGR,  “ahora lo más triste es transmitir este pesar y cuidar que los heridos graves sean atendidos, salvar vidas”.",2,😡
Mayorkas afirma que sí hay zonas controladas por el narco en México; defiende cooperación bilateral,2023,3,29,2023-03-29T10:03:09-00:00,https://www.proceso.com.mx/nacional/2023/3/29/mayorkas-afirma-que-si-hay-zonas-controladas-por-el-narco-en-mexico-defiende-cooperacion-bilateral-304474.html,"Cuestionado por el senador republicano Lindsey Graham, el secretario de Seguridad Nacional, Alejandro Mayorkas, consideró que en México hay zonas controladas por los cárteles de las drogas, aunque defendió la cooperación bilateral en la lucha contra las drogas.

",https://www.proceso.com.mx/u/fotografias/m/2023/3/29/f300x190-171350_179510_5050.jpg,"Cuestionado por el senador republicano Lindsey Graham, el secretario de Seguridad Nacional, Alejandro Mayorkas, consideró que en México hay zonas controladas por los cárteles de las drogas, aunque defendió la cooperación bilateral en la lucha contra las drogas.

",2,🤔
Ebrard presenta su libro en Monterrey y propone una 4T 2.0,2023,3,29,2023-03-29T09:59:10-00:00,https://www.proceso.com.mx/nacional/2023/3/29/ebrard-presenta-su-libro-en-monterrey-propone-una-4t-20-304475.html,El canciller destacó que hay potencial en el país para ser mejores y vivir mejor si se continúa por el camino que sigue ya la nación.,https://www.proceso.com.mx/u/fotografias/m/2023/3/29/f300x190-171349_179509_5050.jpg,El canciller destacó que hay potencial en el país para ser mejores y vivir mejor si se continúa por el camino que sigue ya la nación.,3,❤
La película &quot;¡Que viva México!&quot; de Luis Estrada es un &quot;churro en contra nuestra&quot;: AMLO,2023,3,29,2023-03-29T09:19:11-00:00,https://www.proceso.com.mx/nacional/2023/3/29/la-pelicula-que-viva-mexico-de-luis-estrada-es-un-churro-en-contra-nuestra-amlo-304472.html,"La cinta se estrenó el pasado 23 de marzo, el largometraje de más de tres horas (191 minutos) retrata “la polarización y la intolerancia” que existe en el país con la Cuarta Transformación (4T), y además incluye como actor extra al presidente López Obrador.",https://www.proceso.com.mx/u/fotografias/m/2023/3/23/f300x190-171059_179219_4938.jpg,"La cinta se estrenó el pasado 23 de marzo, el largometraje de más de tres horas (191 minutos) retrata “la polarización y la intolerancia” que existe en el país con la Cuarta Transformación (4T), y además incluye como actor extra al presidente López Obrador.",4,❤
Se registró microsismo de 1.9 grados en CMDX; el epicentro fue en Álvaro Obregón,2023,3,29,2023-03-29T08:30:12-00:00,https://www.proceso.com.mx/nacional/2023/3/29/se-registro-microsismo-de-19-grados-en-cmdx-el-epicentro-fue-en-alvaro-obregon-304471.html,"La Secretaría de Gestión Integral de Riesgos y Protección Civil informó que estableció comunicación con las Unidades de Gestión Integral de Riesgos y Protección Civil de las Alcaldías y que “al momento, no se reportan afectaciones”.",https://www.proceso.com.mx/u/fotografias/m/2023/3/27/f300x190-171262_179422_5050.jpeg,"La Secretaría de Gestión Integral de Riesgos y Protección Civil informó que estableció comunicación con las Unidades de Gestión Integral de Riesgos y Protección Civil de las Alcaldías y que “al momento, no se reportan afectaciones”.",3,🤔
Policía busca tigre robado en Sonora,2023,3,29,2023-03-29T08:02:13-00:00,https://www.proceso.com.mx/nacional/2023/3/29/policia-busca-tigre-robado-en-sonora-304469.html,La Fiscalía de Sonora informó el martes que buscan a un tigre de Bengala adulto de nombre Baluma. La agencia señaló que el tigre macho de 5 años fue robado el lunes de una casa en Hermosillo.,https://www.proceso.com.mx/u/fotografias/m/2023/3/29/f300x190-171347_179507_5215.jpg,La Fiscalía de Sonora informó el martes que buscan a un tigre de Bengala adulto de nombre Baluma. La agencia señaló que el tigre macho de 5 años fue robado el lunes de una casa en Hermosillo.,1,😢
INAI ordena revelar número de armas aseguradas por la Guardia Nacional en Sinaloa durante 2022,2023,3,29,2023-03-29T07:36:14-00:00,https://www.proceso.com.mx/nacional/2023/3/29/inai-ordena-revelar-numero-de-armas-aseguradas-por-la-guardia-nacional-en-sinaloa-durante-2022-304467.html,"El año pasado se registraron 153 recursos de revisión, y en lo que va de 2023, con corte al 9 de marzo, ya se han recibido 48, lo cual representa un aumento considerable en la inconformidad de las personas a sus respuestas.",https://www.proceso.com.mx/u/fotografias/m/2022/10/24/f300x190-163386_171546_4445.jpg,"El año pasado se registraron 153 recursos de revisión, y en lo que va de 2023, con corte al 9 de marzo, ya se han recibido 48, lo cual representa un aumento considerable en la inconformidad de las personas a sus respuestas.",3,🤔
Sobreviviente narra el incendio en Ciudad Juárez que dejó 38 migrantes muertos,2023,3,29,2023-03-29T07:11:15-00:00,https://www.proceso.com.mx/nacional/2023/3/29/sobreviviente-narra-el-incendio-en-ciudad-juarez-que-dejo-38-migrantes-muertos-304464.html,"Sacaron los cuerpos de migrantes en camillas, envueltos en mantas de emergencia. El resultado: 38 muertos y 28 heridos graves, víctimas de un incendio al parecer provocado como protesta por los propios detenidos.",https://www.proceso.com.mx/u/fotografias/m/2023/3/29/f300x190-171344_179504_5050.jpg,"Sacaron los cuerpos de migrantes en camillas, envueltos en mantas de emergencia. El resultado: 38 muertos y 28 heridos graves, víctimas de un incendio al parecer provocado como protesta por los propios detenidos.",3,🤔
El PRI votará en contra de las propuestas para consejeros del INE: &quot;Alito&quot; Moreno,2023,3,29,2023-03-29T05:25:16-00:00,https://www.proceso.com.mx/nacional/politica/2023/3/29/el-pri-votara-en-contra-de-las-propuestas-para-consejeros-del-ine-alito-moreno-304461.html,"""No podemos permitir que Morena tenga las manos metidas en este importante proceso (...) no podemos avalar procesos amañados"", dijo el líder nacional del tricolor.",https://www.proceso.com.mx/u/fotografias/m/2023/3/29/f300x190-171342_179502_8450.jpg,"""No podemos permitir que Morena tenga las manos metidas en este importante proceso (...) no podemos avalar procesos amañados"", dijo el líder nacional del tricolor.",4,🤔
Diputados del PAN alistan impugnación contra las quintetas para consejeros del INE,2023,3,29,2023-03-29T05:20:17-00:00,https://www.proceso.com.mx/nacional/2023/3/29/diputados-del-pan-alistan-impugnacion-contra-las-quintetas-para-consejeros-del-ine-304460.html,Jorge Triana publica en Twitter parte del documento que prevén presentar ante el Tribunal Electoral para que se anule el proceso de selección.,https://www.proceso.com.mx/u/fotografias/m/2023/3/29/f300x190-171341_179501_5050.jpeg,Jorge Triana publica en Twitter parte del documento que prevén presentar ante el Tribunal Electoral para que se anule el proceso de selección.,2,🤔
"Porfirio Muñoz Ledo: el lNM, instrumento neonazi y servil que recuerda a los campos de concentración",2023,3,29,2023-03-29T00:35:18-00:00,https://www.proceso.com.mx/nacional/2023/3/29/porfirio-munoz-ledo-el-lnm-instrumento-neonazi-servil-que-recuerda-los-campos-de-concentracion-304459.html,"""La hoguera en la que fueron calcinados esta madrugada hermanos migrantes en Ciudad Juárez no es un accidente fortuito sino crimen de Estado”, sostuvo el exdiputado morenista.
",https://www.proceso.com.mx/u/fotografias/m/2023/3/29/f300x190-171340_179500_4938.jpg,"""La hoguera en la que fueron calcinados esta madrugada hermanos migrantes en Ciudad Juárez no es un accidente fortuito sino crimen de Estado”, sostuvo el exdiputado morenista.
",0,❤
"PAN exige la renuncia de Ebrard, Adán Augusto y Garduño por &quot;crimen de Estado&quot; en Ciudad Juárez",2023,3,29,2023-03-28T23:57:19-00:00,https://www.proceso.com.mx/nacional/2023/3/28/pan-exige-la-renuncia-de-ebrard-adan-augusto-garduno-por-crimen-de-estado-en-ciudad-juarez-304458.html,"El dirigente nacional Marko Cortés señaló que la raíz de la tragedia se encuentra ""en los bandazos"" de la política migratoria del gobierno.

",https://www.proceso.com.mx/u/fotografias/m/2023/3/28/f300x190-171339_179499_5236.jpg,"El dirigente nacional Marko Cortés señaló que la raíz de la tragedia se encuentra ""en los bandazos"" de la política migratoria del gobierno.

",4,🤔
